age;mention_bac;distance_domicile_km;heures_travail_remunere_sem;taux_presence_pct;connexions_lms_30j;heures_lms_total;ressources_consultees;retards_rendus;nb_devoirs_rendus;messages_forum;motivation;satisfaction;sentiment_appartenance;date_inscription;moyenne_finale;abandon;ects_semestre;capacite_accueil;volume_horaire_s1;taux_reussite_historique_pct;filiere_Biologie;filiere_Droit;filiere_Gestion;filiere_Informatique;filiere_Lettres;filiere_Mathematiques;filiere_Psychologie;filiere_STAPS;bac_type_general;bac_type_pro;bac_type_techno;faculte_Droit-Science Po;faculte_Lettres & Langues;faculte_STAPS;faculte_Sciences & Technologies;faculte_Sciences Humaines;faculte_Économie-Gestion;etablissement_origine_autre;etablissement_origine_cfa;etablissement_origine_lycee_prive;etablissement_origine_lycee_public;etablissement_origine_nan
21;1.0;19.1;14.0;76.9;31.0;75.9;81;4;6;1;3.0;;3.0;06-09-2024;15.18;0;28;550;256;64;0;0;0;0;0;1;0;0;0;0;1;0;0;0;1;0;0;0;0;1;0;0
23;1.0;0.0;0.0;78.0;18.0;43.1;42;0;10;6;3.0;4.0;5.0;04-09-2024;17.04;0;30;620;263;66;0;0;0;0;0;0;0;1;1;0;0;0;0;1;0;0;0;0;0;0;1;0
19;3.0;25.9;;84.0;30.0;24.7;45;2;10;7;4.0;4.0;2.0;27-09-2024;17.23;0;28;480;265;78;0;0;0;0;1;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;1;0
20;2.0;5.7;16.0;86.7;27.0;37.1;67;1;9;10;2.0;2.0;5.0;17-09-2024;16.95;0;30;620;263;66;0;0;0;0;0;0;0;1;1;0;0;0;0;1;0;0;0;0;0;0;1;0
23;0.0;36.8;0.0;76.4;30.0;59.2;82;3;9;4;4.0;5.0;3.0;26-09-2024;18.65;0;30;930;293;75;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;1;0
18;2.0;2.8;13.0;97.9;71.0;130.9;133;0;10;7;5.0;;4.0;10-09-2024;19.4;0;28;480;265;78;0;0;0;0;1;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;1;0
20;0.0;2.6;0.0;65.0;4.0;5.9;11;7;7;0;;2.0;1.0;06-09-2024;4.52;1;30;930;293;75;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;1;0
19;3.0;6.7;0.0;86.5;39.0;48.3;87;2;10;5;5.0;3.0;2.0;06-09-2024;16.65;0;28;710;325;60;1;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;1;0
23;1.0;14.6;0.0;90.7;36.0;90.9;61;2;7;6;5.0;4.0;2.0;25-09-2024;19.33;0;30;810;265;81;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;1;0;0;0;0;1;0
21;0.0;2.3;0.0;79.5;10.0;13.4;18;10;11;1;5.0;;4.0;24-09-2024;17.65;0;30;980;247;60;0;0;0;1;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;1;0;0
26;0.0;4.6;0.0;93.6;48.0;104.5;97;0;12;18;5.0;5.0;5.0;04-09-2024;19.63;0;30;930;293;75;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;1;0
18;0.0;8.9;10.0;91.7;32.0;40.3;57;5;5;4;2.0;3.0;5.0;04-09-2024;3.27;1;30;810;265;81;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;1;0;0;0;0;1;0
17;0.0;3.6;11.0;88.6;41.0;78.8;89;0;10;11;5.0;5.0;5.0;09-09-2024;18.64;0;28;710;325;60;1;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;1;0
18;0.0;3.8;0.0;64.2;19.0;18.2;32;6;8;2;4.0;4.0;2.0;25-09-2024;5.76;1;30;980;247;60;0;0;0;1;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;1;0;0
20;0.0;9.3;0.0;75.4;3.0;2.2;10;6;6;0;1.0;3.0;2.0;26-09-2024;4.09;1;30;830;282;65;0;1;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;1;0;0
18;0.0;0.9;0.0;91.3;49.0;39.5;81;2;10;12;5.0;4.0;3.0;13-09-2024;19.09;0;30;930;293;75;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;1;0
23;0.0;42.6;9.0;89.6;47.0;68.0;100;0;12;2;5.0;5.0;5.0;02-09-2024;18.22;0;30;830;282;65;0;1;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;1;0
18;2.0;;27.0;61.5;23.0;37.9;40;4;10;3;3.0;5.0;2.0;17-09-2024;14.39;0;30;930;293;75;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;1;0
18;2.0;59.8;0.0;78.2;21.0;26.4;45;3;7;7;5.0;3.0;2.0;17-09-2024;13.63;0;28;710;325;60;1;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;1;0;0;0
19;2.0;5.9;23.0;92.9;58.0;35.8;149;1;11;12;5.0;5.0;5.0;03-09-2024;19.76;0;30;620;263;66;0;0;0;0;0;0;0;1;1;0;0;0;0;1;0;0;0;0;0;0;1;0
21;3.0;15.9;;99.7;;103.0;110;1;11;8;5.0;5.0;5.0;02-09-2024;18.09;0;30;980;247;60;0;0;0;1;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;1;0
19;2.0;0.5;23.0;99.1;55.0;97.8;145;0;12;10;5.0;4.0;5.0;20-09-2024;19.41;0;30;810;265;81;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;1;0;0;0;0;1;0
18;1.0;16.8;0.0;82.3;31.0;38.0;70;4;10;3;4.0;4.0;2.0;10-09-2024;18.0;0;28;710;325;60;1;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;1;0
19;2.0;0.2;24.0;71.8;3.0;2.9;7;5;5;0;2.0;2.0;3.0;26-09-2024;3.59;1;28;710;325;60;1;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;1;0;0
20;0.0;21.1;12.0;95.2;52.0;57.9;107;1;8;6;5.0;4.0;5.0;05-09-2024;18.43;0;30;930;293;75;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;1;0
19;0.0;14.9;6.0;76.8;29.0;42.0;69;2;13;4;;4.0;1.0;12-09-2024;16.08;0;30;810;265;81;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;1;0;0;0;0;0;1
22;0.0;22.4;14.0;93.3;66.0;87.0;133;1;8;7;5.0;4.0;3.0;18-09-2024;17.34;0;28;710;325;60;1;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;1;0
17;0.0;16.1;;96.1;53.0;75.5;101;3;13;3;5.0;4.0;4.0;26-09-2024;18.26;0;30;980;247;60;0;0;0;1;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;1;0;0
22;0.0;24.2;15.0;93.0;31.0;34.6;83;2;8;6;2.0;2.0;2.0;18-09-2024;13.56;0;28;710;325;60;1;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;1;0
22;1.0;57.5;0.0;89.0;20.0;28.9;52;0;10;7;3.0;;2.0;05-09-2024;17.24;0;30;830;282;65;0;1;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;1;0;0;0
20;0.0;3.3;0.0;53.9;1.0;2.1;5;3;8;1;2.0;3.0;2.0;06-09-2024;3.51;1;28;550;256;64;0;0;0;0;0;1;0;0;1;0;0;0;0;0;1;0;0;0;0;0;1;0
20;1.0;1.4;23.0;77.0;20.0;23.5;38;2;7;1;3.0;3.0;3.0;12-09-2024;8.9;1;28;480;265;78;0;0;0;0;1;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;1;0
17;2.0;3.0;11.0;80.5;38.0;55.6;61;1;8;4;4.0;3.0;4.0;16-09-2024;18.28;0;28;480;265;78;0;0;0;0;1;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;1;0
19;1.0;29.9;27.0;68.1;42.0;49.4;101;4;10;6;5.0;2.0;2.0;16-09-2024;15.02;0;28;550;256;64;0;0;0;0;0;1;0;0;1;0;0;0;0;0;1;0;0;0;0;1;0;0
23;0.0;12.3;0.0;76.5;14.0;24.4;44;7;7;0;2.0;2.0;1.0;23-09-2024;15.04;0;30;980;247;60;0;0;0;1;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;1;0
22;3.0;1.9;10.0;69.8;46.0;45.7;89;3;10;4;5.0;4.0;;23-09-2024;16.33;0;28;710;325;60;1;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;1;0
19;1.0;42.6;18.0;62.6;14.0;12.5;35;4;9;0;3.0;1.0;3.0;24-09-2024;14.62;0;30;810;265;81;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;1;0;0;0;0;1;0
18;2.0;8.2;0.0;82.0;18.0;15.9;63;7;9;1;2.0;2.0;2.0;04-09-2024;13.7;0;30;810;265;81;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;1;0;1;0;0;0;0
21;3.0;20.5;23.0;61.4;3.0;3.9;14;6;6;0;3.0;1.0;1.0;09-09-2024;15.12;0;30;810;265;81;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;1;0;0;0;0;1;0
20;0.0;2.8;15.0;64.6;25.0;33.4;70;2;8;2;4.0;3.0;3.0;23-09-2024;7.41;1;30;810;265;81;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;1;0;0;0;0;1;0
21;0.0;20.6;;82.9;19.0;26.0;42;3;8;2;1.0;3.0;2.0;23-09-2024;4.71;1;30;980;247;60;0;0;0;1;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;1;0
20;0.0;11.7;0.0;85.9;31.0;60.9;58;0;12;8;4.0;3.0;5.0;06-09-2024;17.09;0;30;830;282;65;0;1;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;1;0
24;3.0;1.5;13.0;73.5;34.0;49.2;62;5;8;2;3.0;2.0;4.0;12-09-2024;14.58;0;30;930;293;75;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;1;0;0
24;0.0;1.3;11.0;52.1;13.0;20.4;33;6;6;0;2.0;3.0;1.0;05-09-2024;3.24;1;30;830;282;65;0;1;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;1;0
27;2.0;9.3;;87.4;17.0;27.1;18;5;7;4;3.0;3.0;1.0;02-09-2024;4.84;1;30;980;247;60;0;0;0;1;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;1;0
21;2.0;47.1;7.0;98.8;41.0;70.3;90;3;12;9;4.0;4.0;3.0;25-09-2024;17.13;0;30;930;293;75;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;1;0
22;0.0;26.2;0.0;70.6;40.0;52.0;109;0;10;8;3.0;5.0;3.0;12-09-2024;14.82;0;30;980;247;60;0;0;0;1;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;1;0
17;0.0;2.2;24.0;76.7;39.0;71.9;101;2;8;5;5.0;5.0;4.0;04-09-2024;13.55;0;30;980;247;60;0;0;0;1;0;0;0;0;0;1;0;0;0;0;1;0;0;0;1;0;0;0
19;0.0;0.5;11.0;88.2;35.0;73.5;73;0;10;3;4.0;1.0;3.0;10-09-2024;17.66;0;30;830;282;65;0;1;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;1;0;0
21;0.0;43.6;10.0;75.1;47.0;81.7;88;1;10;8;3.0;4.0;2.0;13-09-2024;16.77;0;30;930;293;75;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;1;0
21;0.0;10.4;6.0;80.8;46.0;94.0;127;2;11;7;3.0;;4.0;04-09-2024;14.04;0;28;550;256;64;0;0;0;0;0;1;0;0;1;0;0;0;0;0;1;0;0;0;0;0;1;0
19;0.0;;11.0;87.5;30.0;73.9;81;1;7;2;5.0;2.0;3.0;18-09-2024;13.45;0;30;810;265;81;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;1;0;0;0;1;0;0
20;0.0;5.7;15.0;90.1;31.0;24.1;88;4;12;9;3.0;3.0;3.0;12-09-2024;15.71;0;28;550;256;64;0;0;0;0;0;1;0;0;1;0;0;0;0;0;1;0;0;0;0;1;0;0
18;;26.0;;80.0;45.0;84.4;80;5;12;5;5.0;5.0;;20-09-2024;16.4;0;30;810;265;81;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;1;0;0;0;0;1;0
18;0.0;;11.0;75.6;32.0;54.4;80;3;11;4;;4.0;;18-09-2024;5.8;1;30;980;247;60;0;0;0;1;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;1;0
23;1.0;28.8;7.0;81.5;29.0;19.4;62;1;11;3;4.0;5.0;2.0;23-09-2024;13.32;0;28;480;265;78;0;0;0;0;1;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;1;0
20;1.0;12.4;25.0;86.1;45.0;49.0;86;0;10;5;4.0;5.0;4.0;12-09-2024;18.0;0;30;810;265;81;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;1;0;0;1;0;0;0
20;2.0;37.5;27.0;90.1;46.0;100.0;113;1;12;5;4.0;3.0;1.0;11-09-2024;17.75;0;28;480;265;78;0;0;0;0;1;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;1;0
18;0.0;58.2;19.0;71.8;35.0;67.7;88;4;7;1;4.0;2.0;2.0;20-09-2024;14.18;0;30;980;247;60;0;0;0;1;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;1;0
21;3.0;0.4;14.0;81.1;36.0;67.5;64;6;7;6;2.0;3.0;3.0;11-09-2024;16.03;0;30;980;247;60;0;0;0;1;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;1;0
20;0.0;29.4;27.0;67.9;;4.6;9;7;7;1;1.0;2.0;2.0;24-09-2024;0.71;1;30;930;293;75;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;1;0;0
23;3.0;12.0;20.0;79.3;33.0;33.4;75;6;8;8;4.0;3.0;5.0;11-09-2024;15.05;0;30;810;265;81;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;1;0;0;0;0;1;0
19;1.0;7.9;;87.3;34.0;64.8;86;3;7;7;4.0;3.0;;09-09-2024;15.52;0;30;980;247;60;0;0;0;1;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;1;0
18;1.0;9.0;17.0;76.3;35.0;73.9;64;1;7;3;4.0;5.0;3.0;24-09-2024;17.68;0;30;830;282;65;0;1;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;1;0
21;2.0;52.6;0.0;74.3;35.0;42.7;60;6;10;0;2.0;4.0;2.0;17-09-2024;15.47;0;30;980;247;60;0;0;0;1;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;1;0
19;2.0;12.4;28.0;84.9;42.0;61.3;81;4;9;6;4.0;4.0;4.0;12-09-2024;12.58;0;30;980;247;60;0;0;0;1;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;1;0
24;;;7.0;71.0;46.0;65.8;116;5;10;3;2.0;4.0;2.0;02-09-2024;16.02;0;28;550;256;64;0;0;0;0;0;1;0;0;1;0;0;0;0;0;1;0;0;0;0;1;0;0
23;0.0;5.7;10.0;99.2;42.0;59.2;98;2;9;5;4.0;4.0;4.0;24-09-2024;13.44;0;30;930;293;75;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;1;1;0;0;0;0
17;1.0;2.5;0.0;67.1;22.0;35.9;53;6;6;2;1.0;4.0;3.0;23-09-2024;11.64;0;30;620;263;66;0;0;0;0;0;0;0;1;0;0;1;0;0;1;0;0;0;0;1;0;0;0
20;1.0;70.4;;86.8;29.0;58.2;51;5;9;7;4.0;3.0;1.0;02-09-2024;15.0;0;28;710;325;60;1;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;1;0
18;2.0;6.2;;70.0;14.0;30.5;21;1;9;2;4.0;2.0;4.0;27-09-2024;16.04;0;28;710;325;60;1;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;1;0;0;0
20;0.0;10.2;13.0;72.3;22.0;31.3;52;4;9;0;1.0;3.0;3.0;16-09-2024;13.43;0;30;810;265;81;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;1;0;0;0;0;1;0
21;0.0;14.2;4.0;85.9;22.0;33.7;30;6;9;1;5.0;4.0;4.0;26-09-2024;18.03;0;28;710;325;60;1;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;1;0
18;2.0;26.7;0.0;97.2;41.0;55.3;80;1;13;5;5.0;3.0;2.0;02-09-2024;18.67;0;30;930;293;75;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;1;0
22;0.0;10.4;9.0;82.7;44.0;84.6;72;1;12;7;5.0;4.0;4.0;03-09-2024;17.89;0;30;980;247;60;0;0;0;1;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;1;0
18;0.0;34.5;0.0;76.5;23.0;35.1;58;8;8;3;1.0;3.0;1.0;19-09-2024;5.05;1;30;620;263;66;0;0;0;0;0;0;0;1;0;0;1;0;0;1;0;0;0;0;0;0;1;0
18;0.0;14.5;17.0;77.2;31.0;28.0;82;3;10;4;5.0;4.0;2.0;24-09-2024;14.87;0;28;550;256;64;0;0;0;0;0;1;0;0;0;0;1;0;0;0;1;0;0;0;0;0;1;0
18;0.0;22.8;15.0;78.1;27.0;26.8;57;5;11;3;4.0;5.0;3.0;06-09-2024;15.79;0;30;810;265;81;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;1;0;0;0;0;1;0
20;0.0;4.0;14.0;66.3;18.0;25.9;56;8;8;0;2.0;4.0;4.0;16-09-2024;3.78;1;28;710;325;60;1;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;1;0
19;0.0;0.8;;57.9;6.0;9.7;11;5;5;0;1.0;1.0;3.0;10-09-2024;4.53;1;28;480;265;78;0;0;0;0;1;0;0;0;1;0;0;0;1;0;0;0;0;0;0;1;0;0
20;3.0;13.4;28.0;62.9;13.0;12.0;19;7;7;0;2.0;4.0;1.0;18-09-2024;1.87;1;30;980;247;60;0;0;0;1;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;1;0
19;0.0;10.3;13.0;88.5;23.0;33.4;50;6;7;6;1.0;3.0;3.0;26-09-2024;9.09;1;28;710;325;60;1;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;1;0;0;0;0
18;1.0;1.9;16.0;84.1;15.0;18.8;35;4;5;3;3.0;4.0;2.0;09-09-2024;7.63;1;30;980;247;60;0;0;0;1;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;1
21;0.0;35.5;;99.4;47.0;71.2;78;1;10;2;5.0;3.0;4.0;27-09-2024;19.35;0;30;810;265;81;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;1;0;0;0;0;1;0
25;1.0;14.4;22.0;77.7;8.0;7.5;7;4;4;0;1.0;2.0;;02-09-2024;1.96;1;30;980;247;60;0;0;0;1;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;1;0
22;1.0;11.0;;62.9;9.0;10.1;36;5;5;0;1.0;2.0;2.0;27-09-2024;1.89;1;30;980;247;60;0;0;0;1;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;1;0
19;0.0;13.5;10.0;87.4;20.0;31.8;39;6;8;2;3.0;4.0;3.0;18-09-2024;13.76;0;30;810;265;81;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;1;0;0;0;1;0;0
20;0.0;22.6;0.0;75.3;3.0;3.0;7;7;7;0;3.0;2.0;2.0;06-09-2024;6.1;1;30;830;282;65;0;1;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;1;0
18;1.0;29.0;0.0;70.1;19.0;25.9;30;5;8;0;2.0;;2.0;20-09-2024;14.68;0;28;710;325;60;1;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;1;0
19;0.0;26.7;;98.3;46.0;70.8;95;2;7;5;5.0;;2.0;23-09-2024;18.9;0;30;810;265;81;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;1;0;0;0;1;0;0
18;0.0;13.9;5.0;80.0;20.0;26.8;47;7;7;8;3.0;3.0;;25-09-2024;14.53;0;30;830;282;65;0;1;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;1;0
19;3.0;64.1;16.0;72.7;8.0;3.7;18;3;5;2;5.0;2.0;1.0;17-09-2024;15.43;0;30;810;265;81;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;1;0;1;0;0;0;0
17;0.0;6.4;13.0;95.9;46.0;58.7;117;2;8;7;4.0;5.0;5.0;25-09-2024;18.91;0;28;480;265;78;0;0;0;0;1;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;1;0
19;2.0;14.9;0.0;91.2;55.0;112.8;140;0;12;5;5.0;4.0;4.0;18-09-2024;18.67;0;28;480;265;78;0;0;0;0;1;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;1
21;0.0;12.1;14.0;91.0;18.0;33.1;35;6;6;0;4.0;2.0;3.0;06-09-2024;11.11;0;30;980;247;60;0;0;0;1;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;1;0
20;0.0;0.3;3.0;70.3;16.0;30.4;36;6;6;1;3.0;;3.0;10-09-2024;15.34;0;30;830;282;65;0;1;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;1;0
18;1.0;;16.0;67.5;34.0;60.1;86;7;7;1;2.0;2.0;2.0;24-09-2024;13.21;0;28;480;265;78;0;0;0;0;1;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;1;0
19;0.0;2.9;7.0;99.3;67.0;67.6;144;0;13;8;5.0;;5.0;27-09-2024;19.72;0;30;830;282;65;0;1;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;1;0
21;0.0;2.4;0.0;82.0;41.0;52.1;72;3;7;0;5.0;4.0;5.0;09-09-2024;13.58;0;30;810;265;81;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;1;0;0;1;0;0;0
18;;20.8;7.0;59.6;4.0;2.4;25;6;6;0;2.0;3.0;2.0;04-09-2024;2.49;1;30;830;282;65;0;1;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;1;0
21;1.0;12.5;0.0;84.4;39.0;36.5;92;1;10;4;4.0;5.0;3.0;13-09-2024;16.76;0;30;980;247;60;0;0;0;1;0;0;0;0;1;0;0;0;0;0;1;0;0;0;1;0;0;0
18;1.0;7.5;3.0;88.4;34.0;47.8;78;4;8;4;3.0;2.0;4.0;24-09-2024;17.73;0;28;480;265;78;0;0;0;0;1;0;0;0;1;0;0;0;1;0;0;0;0;0;0;1;0;0
19;0.0;6.4;5.0;68.9;25.0;44.3;56;6;6;0;4.0;2.0;5.0;09-09-2024;12.85;0;30;930;293;75;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;1;0
17;2.0;15.0;;67.0;18.0;23.0;47;5;5;0;1.0;2.0;2.0;05-09-2024;4.83;1;30;980;247;60;0;0;0;1;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;1;0
17;2.0;10.9;0.0;75.2;28.0;48.3;61;5;6;0;4.0;4.0;4.0;09-09-2024;16.41;0;30;980;247;60;0;0;0;1;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;1;0
21;1.0;3.4;11.0;82.7;52.0;59.7;108;3;11;2;5.0;4.0;4.0;27-09-2024;17.82;0;28;480;265;78;0;0;0;0;1;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;1;0
22;0.0;6.9;21.0;95.9;42.0;87.2;124;4;8;6;3.0;3.0;5.0;26-09-2024;2.39;1;30;930;293;75;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;1;0
20;0.0;5.7;0.0;79.8;36.0;50.2;91;4;9;3;2.0;2.0;4.0;10-09-2024;15.62;0;30;930;293;75;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;1;0
20;1.0;0.7;18.0;77.6;34.0;58.8;94;4;8;4;4.0;3.0;3.0;26-09-2024;17.25;0;30;930;293;75;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;1;0
20;0.0;26.2;0.0;59.4;11.0;17.7;18;7;7;2;1.0;2.0;2.0;06-09-2024;2.62;1;30;930;293;75;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;1;0
21;1.0;15.9;0.0;52.0;21.0;24.3;38;4;8;1;3.0;1.0;3.0;26-09-2024;6.51;1;30;830;282;65;0;1;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;1;0
19;0.0;5.6;0.0;49.7;0.0;0.0;0;8;8;0;3.0;3.0;3.0;24-09-2024;8.56;1;28;550;256;64;0;0;0;0;0;1;0;0;1;0;0;0;0;0;1;0;0;1;0;0;0;0
19;3.0;27.8;0.0;88.8;40.0;57.6;74;5;7;4;4.0;1.0;3.0;04-09-2024;16.8;0;30;810;265;81;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;1;0;0;0;1;0;0
21;0.0;0.9;;71.1;7.0;13.0;9;2;7;3;5.0;5.0;3.0;04-09-2024;8.54;1;30;830;282;65;0;1;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;1;0;0
19;1.0;10.9;0.0;71.8;35.0;49.4;94;5;11;6;4.0;4.0;5.0;20-09-2024;15.49;0;30;810;265;81;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;1;0;0;0;0;1;0
23;1.0;1.4;19.0;63.6;32.0;25.1;49;7;8;8;2.0;4.0;4.0;13-09-2024;14.89;0;28;710;325;60;1;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;1;0
20;0.0;0.9;0.0;68.0;29.0;39.4;70;7;7;0;2.0;2.0;4.0;26-09-2024;12.32;0;30;620;263;66;0;0;0;0;0;0;0;1;1;0;0;0;0;1;0;0;0;0;0;0;1;0
18;1.0;2.9;26.0;50.5;;0.0;0;6;6;0;2.0;1.0;1.0;06-09-2024;3.15;1;30;930;293;75;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;1;0;0
17;1.0;26.2;26.0;77.6;26.0;45.7;57;5;7;5;3.0;2.0;3.0;13-09-2024;11.66;0;28;710;325;60;1;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;1;0
17;1.0;12.6;5.0;72.4;33.0;49.0;85;2;13;7;4.0;4.0;5.0;06-09-2024;19.44;0;30;830;282;65;0;1;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;1;0
19;1.0;9.6;0.0;81.5;27.0;52.4;47;5;10;5;5.0;4.0;4.0;13-09-2024;15.9;0;30;810;265;81;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;1;0;0;0;0;1;0
20;1.0;1.1;11.0;85.3;18.0;26.2;50;3;8;2;4.0;3.0;3.0;12-09-2024;16.1;0;30;830;282;65;0;1;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;1;0
21;3.0;26.3;8.0;49.1;4.0;8.3;12;5;5;0;2.0;1.0;2.0;10-09-2024;1.78;1;30;620;263;66;0;0;0;0;0;0;0;1;0;1;0;0;0;1;0;0;0;0;0;1;0;0
