student_id,annee_universitaire,filiere,age,sexe,bac_type,mention_bac,etablissement_origine,boursier,distance_domicile_km,heures_travail_remunere_sem,taux_presence_pct,connexions_lms_30j,heures_lms_total,ressources_consultees,retards_rendus,nb_devoirs_total,nb_devoirs_rendus,messages_forum,moyenne_partiels_s1,nb_ue_total,nb_ue_validees_s1,motivation,satisfaction,sentiment_appartenance,groupe_td,couleur_carte_etudiante,jour_inscription,id_dossier,date_inscription,moyenne_finale,abandon,commentaire_tuteur
ETU-00126,2024-2025,lettres,20,Femme,TECHNO,passable,lycee_prive,0,25.8,,82.7,37,21.4,107,8,10,8,2,7.97,6,4,1,3,3,E,jaune,mercredi,751889,11 Sep 2024,13.26,0,Résultats fragiles aux partiels.
ETU-04701,2024-2025,STAPS,21,F,Generale,Assez Bien,lycee_prive,N,21.8 km,0.0,78.6%,22,26.2,41,4,13,10,3,"13,45",5,3,4,4,1,F,gris,vendredi,111972,20 Sep 2024,16.5,0,"Bon semestre, résultats solides."
ETU-04534,2024-2025, Mathematiques ,18,F,Technologique,P,lycee_public,N,36.2 km,7.0,87.3,32,53.3,56,7,9,7,2,"7,43",6,1,1,2,4,H,rouge,vendredi,391316,2024-09-06,12.55,0,
ETU-00193,2024-2025,Mathematiques,19,f,Technologique,P,lycee_public,non,"30,3",0.0,52.2%,0,0.0,0,4,13,10,0,2.3,5,0,1,3,1,B,vert,jeudi,836992,2024-09-12,0.86,1,"Absences répétées, situation préoccupante."
ETU-04357,2024-2025,Psychologie,21,f,Technologique,AB,,O,2.4,,97.3,59,100.5,184,0,9,9,8,11.36,7,6,5,3,4,D,gris,vendredi,885473,06/09/2024,18.13,0,
ETU-04246,2024-2025,droit,19,F,Général,B,cfa,0,21.2,6.0,88.4,41,55.0,77,3,10,7,4,12.47,6,5,3,2,3,A,jaune,jeudi,925373,12 Sep 2024,15.51,0,Engagement en ligne remarquable.
ETU-00588,2024-2025,Informatique,18,Femme,Generale,Bien,lycee_public,oui,"36,7",,62.7,6,9.6,19,5,13,5,1,12.31,7,4,2,3,1,C,jaune,mercredi,213358,18 Sep 2024,6.19,1,
ETU-00630,2024-2025,STAPS,18,femme,Général,,lycee_public,Non,13.0,10.0,46.8,14,17.7,35,6,12,7,0,"11,2",5,3,3,4,3,B,vert,lundi,609991,2024-09-09,5.45,1,"Absences répétées, situation préoccupante."
ETU-04168,2024-2025,Biologie,18,M,TECHNO,Bien,lycee_prive,non,"49,3",15.0,81.1,17,27.0,37,5,8,5,1,"16,36",7,4,4,3,2,E,gris,mardi,350703,17 Sep 2024,18.62,0,"Bon semestre, résultats solides."
ETU-01477,2024-2025,Gestion,24,M,Général,Passable,lycee_public,Non,3.7,6.0,"67,5",35,56.6,70,6,10,9,2,13.12,7,7,4,4,3,D,vert,lundi,141662,23 Sep 2024,16.44,0,RAS.
ETU-01711,2024-2025,Mathematiques,18,Homme, pro,B,lycee_public,N,0.4 km,,79.2,33,45.3,67,3,13,11,1,7.63,6,4,2,3,2,H,rouge,lundi,150714,02/09/2024,12.8,0,Résultats fragiles aux partiels.
ETU-04937,2024-2025,gestion,20,H,Generale,P,lycee_public,O,8.0,8.0,95.4%,59,74.1,111,2,12,12,9,12.39,7,7,5,5,5,C,vert,mardi,742912,17/09/2024,18.01,0,Engagement en ligne remarquable.
ETU-04908,2024-2025,STAPS,17,Femme,PRO,Passable,lycee_public,non,,11.0,84.2,,35.7,73,1,10,10,5,"7,78",5,4,4,3,3,G,gris,mercredi,328085,04 Sep 2024,14.45,0,Résultats fragiles aux partiels.
ETU-01323,2024-2025,Informatique,19,Femme,GEN,B,lycee_public,non,80.6,6.0,"77,6",26,42.7,95,5,10,7,3,13.88,6,2,4,2,1,B,bleu,vendredi,503154,2024-09-06,16.5,0,
ETU-02915,2024-2025,Lettres,20,F,général ,TB,lycee_prive,N,21.3,,84.5,23,24.1,49,3,9,9,0,16.03,6,6,4,5,1,G,rouge,vendredi,229010,2024-09-13,16.92,0,
ETU-01127,2024-2025,Gestion,24,femme,Général,AB,lycee_public,N,25.0 km,0.0,76.3%,33,45.9,67,3,12,11,4,"11,88",7,4,3,3,2,F,bleu,jeudi,846223,26 Sep 2024,15.39,0,Profil dans la moyenne.
ETU-02327,2024-2025,gestion,17,F,PRO,Passable,lycee_public,O,2.7 km,23.0,75.0,25,48.5,65,4,11,9,2,11.12,5,4,,2,4,C,rouge,jeudi,130131,05/09/2024,14.38,0,
ETU-02988,2024-2025,DROIT,23,Femme,Technologique,Passable,lycee_prive,O,4.0,0.0,"77,2",20,28.3,53,5,9,5,0,"6,76",5,3,2,,3,F,gris,vendredi,125868,06/09/2024,4.23,1,Résultats fragiles aux partiels.
ETU-05073,2024-2025,gestion,24,Femme,Generale,P,cfa,N,8.3 km,0.0,"82,6",3,4.3,4,3,11,9,3,"14,5",6,6,4,5,4,D,rouge,mardi,282199,2024-09-03,17.01,0,
ETU-05081,2024-2025,Mathematiques,17,Femme,GEN,,lycee_public,0,13.9,18.0,47.8,13,25.9,21,5,9,5,0,9.9,6,3,1,2,1,G,rouge,lundi,435443,2024-09-16,5.56,1,
ETU-02171,2024-2025,Gestion,18,h,TECHNO,Très Bien,lycee_prive,1,32.4,0.0,91.7%,46,68.9,109,2,9,6,5,9.8,6,2,2,3,2,G,jaune,mardi,301074,24/09/2024,15.69,0,Semble peu engagé dans la formation.
ETU-03239,2024-2025,biologie,22,F,Général,Passable,lycee_prive,N,"10,5",14.0,75.7,30,51.3,61,3,10,7,2,"13,52",7,5,2,1,2,B,vert,lundi,115964,09 Sep 2024,7.74,1,Semble peu engagé dans la formation.
ETU-02687,2024-2025,Informatique,19,h,Général,ab,lycee_public,N,"1,4",0.0,87.3,32,56.0,71,5,9,8,5,"13,08",6,5,,4,4,D,bleu,jeudi,942630,05 Sep 2024,15.87,0,Semble peu engagé dans la formation.
ETU-01506,2024-2025,GESTION,21,F,général ,Passable,lycee_public,N,14.4 km,0.0,65.7,14,19.0,32,6,9,6,1,"5,81",6,3,3,2,2,H,jaune,jeudi,261602,12 Sep 2024,4.16,1,
ETU-03732,2024-2025,STAPS,21,M,Général,passable,lycee_public,Oui,33.9,0.0,64.6,10,11.2,11,5,11,8,1,9.34,5,4,3,2,3,G,vert,vendredi,596744,20 Sep 2024,6.15,1,Peu actif sur la plateforme.
ETU-02145,2024-2025,Mathematiques,18,Homme,pro,Bien,lycee_public,oui,"2,7",0.0,80.7,10,15.0,50,6,11,7,3,"7,57",6,4,1,,3,H,bleu,vendredi,542460,13 Sep 2024,2.87,1,
ETU-00065,2024-2025,STAPS,21,h,Général,Bien,lycee_public,non,8.9 km,14.0,74.5,37,65.0,74,4,8,7,2,12.75,5,3,5,3,2,C,bleu,mercredi,884522,18/09/2024,16.09,0,
ETU-00971,2024-2025,Biologie,19,H,général ,ab,lycee_prive,Oui,18.1,12.0,98.3,38,37.9,105,4,13,10,2,"10,76",5,5,2,4,2,E,gris,mardi,106035,2024-09-03,15.62,0,Semble peu engagé dans la formation.
ETU-03386,2024-2025,Gestion,20,h,Technologique,P,lycee_public,O,6.5,0.0,90.0,35,39.8,88,2,12,10,6,"14,22",6,4,4,3,3,B,vert,mardi,326825,2024-09-03,18.66,0,
ETU-02959,2024-2025,Mathematiques,20,F,général ,AB,lycee_public,0,72.1,0.0,61.9,3,4.0,28,8,13,8,0,8.19,6,2,3,3,1,G,bleu,mercredi,990034,04/09/2024,3.41,1,
ETU-01004,2024-2025,BIOLOGIE,21,F,techno,B,lycee_prive,non,2.0 km,0.0,"66,7",26,35.9,54,4,12,8,3,7.49,5,2,3,2,2,B,vert,mercredi,415594,11 Sep 2024,6.77,1,En difficulté sur les évaluations.
ETU-03508,2024-2025,Droit,21,F,general,Assez Bien,lycee_public,non,"4,5",19.0,79.1%,49,47.1,95,3,13,13,5,10.9,6,5,4,,3,B,rouge,jeudi,453418,19/09/2024,14.14,0,
ETU-04080,2024-2025, Psychologie ,18,M,PRO,passable,lycee_public,N,22.0,18.0,81.1,34,53.1,71,3,8,7,3,"8,8",5,4,3,5,3,D,jaune,vendredi,418608,27/09/2024,12.72,0,Profil dans la moyenne.
ETU-04331,2024-2025,Psychologie,24,h,Generale,Passable,lycee_public,0,1.0,6.0,68.2%,3,3.1,19,5,10,7,2,10.32,5,5,2,3,2,C,bleu,mardi,481337,03/09/2024,12.83,0,
ETU-03040,2024-2025,Droit,19,h,Technologique,ab,lycee_public,N,0.8,0.0,73.1,21,36.5,38,6,12,11,3,7.86,6,1,1,3,3,D,jaune,lundi,498349,16 Sep 2024,11.83,0,
ETU-04686,2024-2025, Droit ,18,Homme,techno,passable,lycee_public,oui,"0,7",6.0,"76,1",9,12.3,11,1,12,11,6,9.76,6,4,4,2,2,H,gris,lundi,475101,09 Sep 2024,15.71,0,
ETU-01199,2024-2025,GESTION,23,F,Général,Bien,lycee_public,Non,13.9,8.0,65.8,30,31.3,46,2,9,7,5,10.52,6,2,5,5,2,G,bleu,vendredi,636373,27 Sep 2024,14.76,0,
ETU-00410,2024-2025,Biologie,17,f,général ,ab,lycee_public,Oui,"5,0",13.0,66.7,36,60.7,64,6,11,8,2,14.52,6,6,2,5,,E,vert,lundi,112427,2024-09-23,15.09,0,"Motivation en berne, à accompagner."
ETU-02568,2024-2025,Droit,21,femme,GEN,B,lycee_public,Non,1.5,12.0,98.1,,53.3,71,2,13,11,8,,6,5,4,4,,H,bleu,mardi,411962,17/09/2024,18.5,0,
ETU-02221,2024-2025,GESTION,20,Femme,Generale,Bien,,N,39.6 km,,"89,9",,58.3,121,0,13,13,7,12.29,6,1,5,3,,G,bleu,mercredi,560815,2024-09-04,18.4,0,
ETU-04219,2024-2025, Droit ,23,Femme,GEN,passable,lycee_prive,Non,1.0,21.0,84.1,23,45.6,38,2,13,11,2,8.92,5,4,3,,5,A,gris,mercredi,922637,2024-09-04,14.43,0,
ETU-00002,2024-2025,Mathematiques,17,Homme,Professionnel,,lycee_public,Non,25.7,,78.5,24,17.4,81,4,10,8,5,6.85,6,3,1,5,3,B,vert,mercredi,830864,18 Sep 2024,12.65,0,Résultats fragiles aux partiels.
ETU-01751,2024-2025,Gestion,18,femme,Generale,ab,lycee_prive,Non,5.8,7.0,64.0,4,2.8,1,3,10,7,1,15.34,5,5,1,2,3,E,jaune,mercredi,602769,2024-09-25,16.6,0,Engagement en ligne très faible.
ETU-01196,2024-2025,GESTION,24,h,general,P,lycee_prive,N,12.2,0.0,57.8,20,11.6,41,7,12,7,3,10.56,6,5,1,3,3,A,rouge,mardi,202842,17 Sep 2024,6.66,1,Semble peu engagé dans la formation.
ETU-02181,2024-2025,lettres,24,h,Technologique,passable,lycee_prive,non,20.3,25.0,92.5,47,69.2,108,2,9,9,5,7.26,7,1,2,4,,G,vert,jeudi,469947,05 Sep 2024,13.5,0,Résultats fragiles aux partiels.
ETU-03201,2024-2025,Psychologie,18,H,pro,passable,lycee_public,non,23.2,8.0,81.1,53,65.7,121,1,8,6,4,10.11,7,1,4,2,3,G,rouge,jeudi,839711,2024-09-12,15.83,0,
ETU-00067,2024-2025,Mathematiques,19,F,TECHNO,Bien,lycee_public,Oui,3.1,19.0,"88,9",21,23.0,59,3,9,6,3,11.62,6,6,2,2,5,G,bleu,jeudi,384348,2024-09-05,15.96,0,"Motivation en berne, à accompagner."
ETU-02540,2024-2025, Biologie ,21,Homme,Generale,ab,lycee_public,Non,1.8,8.0,"99,5",72,65.7,199,0,11,11,5,16.85,7,5,5,4,4,H,rouge,lundi,498761,02 Sep 2024,19.83,0,
ETU-04106,2024-2025,LETTRES,21,f,Generale,AB,lycee_public,Oui,"13,5",0.0,"50,2",19,29.6,24,6,13,6,0,10.89,7,3,3,1,2,C,jaune,lundi,790004,09/09/2024,5.97,1,
ETU-02801,2024-2025,Gestion,19,Femme,Général,ab,lycee_public,0,22.5,13.0,46.3,0,0.0,0,6,12,6,0,8.57,6,3,1,1,1,C,vert,mercredi,306805,18/09/2024,3.17,1,
ETU-01231,2024-2025,Droit,18,femme,TECHNO,passable,lycee_public,0,6.7,0.0,72.1,43,51.0,93,6,13,12,6,9.3,5,2,4,2,4,B,rouge,vendredi,536229,27/09/2024,15.34,0,Suivi sans particularité.
ETU-03158,2024-2025,informatique,19,M,Général,P,lycee_public,N,4.6,18.0,70.7,36,41.2,96,1,11,11,4,9.35,6,4,3,4,4,A,vert,mercredi,703644,2024-09-04,16.46,0,Suivi sans particularité.
ETU-04053,2024-2025,GESTION,20,femme,Generale,P,,Non,13.0,11.0,78.5,26,42.2,72,5,8,6,6,"10,3",6,3,1,3,2,A,jaune,vendredi,227810,20/09/2024,16.02,0,
ETU-02787,2024-2025, Informatique ,20,F,TECHNO,Assez Bien,,non,2.8,13.0,73.0%,6,11.1,17,6,11,7,1,4.9,7,0,2,2,2,E,bleu,mercredi,657700,2024-09-25,2.65,1,En difficulté sur les évaluations.
ETU-00557,2024-2025, Biologie ,18,F,Technologique,B,lycee_public,O,"26,3",6.0,"83,0",28,34.4,43,3,11,9,6,13.17,6,6,3,3,,E,bleu,mercredi,995198,11/09/2024,17.0,0,"Bon semestre, résultats solides."
ETU-04144,2024-2025,GESTION,19,h,Général,TB,lycee_public,O,17.0,23.0,75.5,28,34.6,48,4,9,7,3,14.09,7,6,3,2,2,H,bleu,mercredi,250109,04 Sep 2024,17.31,0,
ETU-04307,2024-2025,Mathematiques,20,M,Général,ab,lycee_public,Non,19.6,,"58,7",3,3.7,23,6,13,7,0,11.32,6,4,2,4,1,G,jaune,lundi,257657,09/09/2024,5.2,1,Peu actif sur la plateforme.
ETU-00512,2024-2025,STAPS,19,h,GEN,Bien,lycee_prive,0,13.8,0.0,85.1,28,42.0,70,3,11,11,4,15.02,5,5,5,,3,C,bleu,lundi,234125,09/09/2024,18.17,0,Travail sérieux et régulier.
ETU-03530,2024-2025,STAPS,19,Femme,GEN,P,lycee_prive,Oui,6.2,12.0,72.4,37,77.1,85,6,8,6,4,13.8,5,4,4,3,1,D,jaune,vendredi,287964,13 Sep 2024,17.64,0,
ETU-04875,2024-2025,Mathematiques,19,h,général ,AB,lycee_public,0,8.0,0.0,81.0,15,24.5,37,5,9,6,1,"7,51",6,4,2,2,3,B,vert,lundi,403319,09/09/2024,5.61,1,
ETU-01266,2024-2025,GESTION,19,F,TECHNO,AB,lycee_prive,Oui,4.9,0.0,68.6,35,51.8,73,3,11,9,6,"6,73",7,4,3,,4,G,bleu,mardi,684359,03/09/2024,11.99,0,Résultats fragiles aux partiels.
ETU-03316,2024-2025,STAPS,21,Femme,general,Assez Bien,lycee_public,Oui,13.3,0.0,82.4,34,43.7,77,3,8,6,2,"11,53",5,4,3,,2,H,vert,mardi,695743,24/09/2024,15.93,0,
ETU-01484,2024-2025, Biologie ,20,F,TECHNO,B,lycee_public,N,4.3,,76.5,31,54.3,68,6,8,6,3,14.41,5,3,4,3,2,E,vert,mercredi,140745,04 Sep 2024,16.53,0,
ETU-02005,2024-2025,Lettres,18,femme,GEN,ab,lycee_public,non,"19,4",,71.8,,16.7,18,7,12,9,2,11.87,7,4,3,,2,C,bleu,mercredi,457650,2024-09-18,7.86,1,Engagement en ligne très faible.
ETU-04155,2024-2025,Droit,18,Homme,Technologique,ab,lycee_prive,Non,16.5,15.0,97.5,37,51.8,89,2,8,7,9,11.17,6,2,5,,4,C,vert,vendredi,608563,27 Sep 2024,16.48,0,Profil dans la moyenne.
ETU-04212,2024-2025,Droit,20,Homme,Technologique,Assez Bien,lycee_prive,1,11.2,0.0,78.2%,29,41.0,42,6,10,8,2,10.06,6,3,3,2,4,A,rouge,jeudi,873646,2024-09-19,12.23,0,
ETU-02451,2024-2025, Psychologie ,18,Femme,Général,passable,lycee_public,N,21.4,0.0,69.0%,23,50.5,62,5,8,5,0,11.83,5,4,2,2,2,C,gris,mercredi,991714,18/09/2024,14.61,0,"Motivation en berne, à accompagner."
ETU-03478,2024-2025,Psychologie,19,f,Technologique,P,lycee_public,N,,0.0,64.2,16,38.8,49,6,9,7,1,7.64,7,3,,3,3,H,rouge,vendredi,524194,27 Sep 2024,12.4,0,Résultats fragiles aux partiels.
ETU-00816,2024-2025,gestion,20,femme,general,TB,lycee_public,Non,45.7,24.0,"84,7",41,94.0,111,0,10,10,2,"14,22",6,2,4,5,,F,bleu,mercredi,382661,2024-09-11,19.3,0,Engagement en ligne remarquable.
ETU-02045,2024-2025,Mathematiques,17,H,GEN,AB,lycee_public,non,2.1,8.0,76.7,10,19.8,26,1,10,8,0,12.8,6,3,2,3,3,C,bleu,mercredi,547260,2024-09-04,7.24,1,
ETU-05190,2024-2025,mathematiques,18,H,Generale,P,lycee_prive,non,3.5,,79.0,35,55.0,96,3,9,9,3,"8,46",6,3,3,5,3,H,rouge,lundi,800858,2024-09-02,14.38,0,Profil dans la moyenne.
ETU-02607,2024-2025,Lettres,17,M,Technologique,Bien,lycee_prive,O,13.3,7.0,70.9,,17.3,55,6,10,7,1,9.69,6,2,1,2,1,F,jaune,mardi,549078,03 Sep 2024,4.47,1,
ETU-00053,2024-2025, Gestion ,17,M,GEN,,lycee_public,Non,3.9,9.0,76.3%,35,45.6,88,3,8,8,5,13.53,7,7,5,4,4,H,jaune,lundi,629859,16 Sep 2024,17.68,0,
ETU-04846,2024-2025,informatique,21,Femme,Technologique,ab,lycee_public,oui,3.3,9.0,73.8%,27,37.0,49,3,12,10,2,11.82,6,2,5,3,2,F,rouge,jeudi,928286,12/09/2024,14.76,0,
ETU-00625,2024-2025,Gestion,21,Homme,Technologique,P,,N,24.6,,70.0,16,29.2,48,5,12,10,1,7.44,5,2,3,2,1,E,gris,vendredi,934874,13 Sep 2024,3.67,1,
ETU-04038,2024-2025,Biologie,19,M,PRO,ab,autre,oui,0.3,15.0,"80,5",15,24.4,36,4,11,9,3,9.07,6,5,3,3,3,H,rouge,mercredi,455267,2024-09-04,6.0,1,
ETU-05095,2024-2025,STAPS,21,h,Generale,Bien,lycee_public,0,15.2,0.0,57.9%,6,9.7,25,7,12,7,0,11.87,5,5,2,2,4,D,bleu,jeudi,495706,19/09/2024,12.69,0,
ETU-02900,2024-2025,Droit,21,F,général ,Passable,lycee_public,O,15.9 km,0.0,64.4,21,49.5,51,7,8,7,2,"14,5",6,5,4,2,3,C,bleu,vendredi,277163,06/09/2024,17.76,0,
ETU-02373,2024-2025,droit,19,h,GEN,AB,lycee_public,non,0.5,14.0,82.4,24,32.2,41,3,9,7,2,17.2,5,5,4,5,3,C,bleu,mardi,225047,17 Sep 2024,19.34,0,
ETU-04702,2024-2025,Droit,18,Homme,GEN,B,lycee_public,N,7.4,0.0,75.7,18,23.8,30,6,8,6,1,"9,05",5,2,,3,2,E,rouge,mercredi,431116,25 Sep 2024,3.9,1,"Motivation en berne, à accompagner."
ETU-04915,2024-2025,LETTRES,22,F,GEN,AB,lycee_public,Non,17.6,12.0,98.7,66,89.7,100,0,13,13,7,12.87,7,5,4,3,3,F,vert,jeudi,673594,2024-09-19,19.14,0,
ETU-04866,2024-2025,PSYCHOLOGIE,20,h,general,Assez Bien,lycee_public,O,10.4,,79.1,35,47.2,93,3,11,11,4,15.45,6,6,4,4,4,H,gris,lundi,403569,16/09/2024,19.27,0,"Bon semestre, résultats solides."
ETU-01856,2024-2025, STAPS ,18,f,techno,Passable,lycee_prive,Non,7.0,,"66,6",,18.7,37,3,13,9,0,"10,26",6,3,2,4,3,B,rouge,jeudi,421044,05 Sep 2024,14.31,0,Semble peu engagé dans la formation.
ETU-04766,2024-2025,mathematiques,20,M,Technologique,Passable,lycee_public,0,"1,4",27.0,"88,6",39,29.8,76,2,12,11,4,11.94,5,4,,2,5,H,rouge,jeudi,963349,26 Sep 2024,16.17,0,
ETU-04454,2024-2025,Gestion,20,Homme,PRO,P,lycee_public,non,3.8 km,0.0,65.7,32,36.6,48,4,8,6,4,8.13,6,2,4,4,3,C,bleu,jeudi,857311,19/09/2024,12.59,0,
ETU-01119,2024-2025,Informatique,20,H,general,AB,lycee_public,non,20.6,0.0,71.9,35,59.7,92,8,9,8,6,"15,78",6,6,5,,1,C,jaune,jeudi,361702,19/09/2024,18.02,0,
ETU-01337,2024-2025, Biologie ,21,M,PRO,passable,lycee_public,Oui,5.2,0.0,"77,2",31,41.9,86,5,11,8,0,"5,08",7,3,3,3,1,F,bleu,vendredi,603611,2024-09-06,2.2,1,
ETU-02693,2024-2025,Psychologie,19,h,Generale,AB,cfa,O,12.8,10.0,"77,8",60,48.8,175,3,8,7,9,11.82,5,3,5,4,3,D,rouge,mercredi,333451,25/09/2024,17.19,0,
ETU-02855,2024-2025,psychologie,18,F,TECHNO,passable,lycee_public,N,0.6,0.0,81.2%,22,36.2,45,2,12,10,1,3.84,6,2,1,3,3,A,jaune,mardi,860873,03/09/2024,3.47,1,
ETU-03677,2024-2025,Informatique,17,F, pro,,lycee_public,0,0.8,7.0,53.1,11,20.3,18,4,8,4,0,3.76,7,2,1,2,,G,rouge,mercredi,268260,11 Sep 2024,0.62,1,
ETU-00211,2024-2025,STAPS,22,h,GEN,P,lycee_public,non,1.7,,"87,6",28,55.9,38,7,11,7,4,,6,3,4,,,E,gris,jeudi,721006,05 Sep 2024,15.56,0,"Bon semestre, résultats solides."
ETU-00640,2024-2025,STAPS,21,Homme,Technologique,P,autre,oui,"5,6",12.0,67.8,15,25.2,38,1,8,5,0,8.41,6,5,2,1,2,B,rouge,vendredi,349526,13/09/2024,2.95,1,
ETU-01339,2024-2025,STAPS,26,M,Technologique,AB,lycee_public,1,"8,0",24.0,70.6%,24,43.9,54,4,13,10,3,10.69,6,5,4,4,4,D,rouge,mardi,401476,24/09/2024,7.42,1,Profil dans la moyenne.
ETU-03226,2024-2025,DROIT,18,Homme,Technologique,B,cfa,non,"6,7",,73.6%,37,47.4,88,5,12,12,1,7.7,7,5,4,2,,C,jaune,lundi,862713,23 Sep 2024,11.55,0,
ETU-00833,2024-2025,MATHEMATIQUES,19,F,Professionnel,AB,lycee_prive,N,6.5 km,18.0,60.3,,0.3,10,4,8,6,0,6.13,5,0,2,4,,F,jaune,lundi,832118,09 Sep 2024,2.93,1,
ETU-03878,2024-2025,STAPS,20,femme,PRO,TB,lycee_prive,O,11.3,0.0,68.0%,28,24.4,61,3,9,7,6,"9,84",5,3,4,3,2,G,jaune,lundi,437908,2024-09-09,6.44,1,
ETU-03337,2024-2025,STAPS,19,Femme,techno,Bien,cfa,oui,,24.0,60.6,3,2.4,12,9,12,9,2,11.34,6,2,2,2,2,D,vert,mardi,938510,2024-09-03,5.35,1,
ETU-02630,2024-2025,Gestion,19,Homme,PRO,passable,lycee_public,1,"7,1",5.0,77.0,31,61.0,83,2,11,7,6,5.27,6,0,4,2,3,G,bleu,vendredi,746487,2024-09-13,10.59,0,Résultats fragiles aux partiels.
ETU-01153,2024-2025,Droit,20,Femme,Professionnel,P,lycee_public,N,38.7,27.0,98.5%,45,68.1,109,0,10,10,12,"12,86",6,6,5,4,,B,vert,vendredi,124803,2024-09-27,18.31,0,Engagement en ligne remarquable.
ETU-00354,2024-2025,Lettres,21,Homme,général ,Passable,lycee_public,non,0.8,23.0,77.8,28,42.0,60,4,13,11,2,"9,33",7,5,5,5,2,G,gris,vendredi,898689,27 Sep 2024,13.97,0,Profil dans la moyenne.
ETU-04226,2024-2025,psychologie,20,M,GEN,B,lycee_prive,0,"14,7",19.0,77.1%,29,48.3,53,4,9,8,1,10.14,6,4,3,4,4,F,bleu,mardi,152528,03 Sep 2024,15.91,0,
ETU-04933,2024-2025,Droit,23,f,general,P,lycee_public,0,20.6,0.0,"72,7",19,35.4,40,6,8,6,1,8.25,5,3,1,,2,H,vert,vendredi,461851,06 Sep 2024,12.19,0,
ETU-02832,2024-2025,Psychologie,22,M,GEN,ab,lycee_public,non,3.5 km,13.0,85.1%,24,35.9,45,2,8,6,3,"7,35",6,4,2,3,3,C,vert,mardi,579518,2024-09-03,12.08,0,
ETU-01501,2024-2025, Mathematiques ,18,M,Generale,passable,lycee_public,1,24.5,,80.3,33,41.5,74,4,11,11,2,"13,52",7,5,5,4,2,E,rouge,jeudi,555059,26/09/2024,16.32,0,Travail sérieux et régulier.
ETU-01928,2024-2025,Lettres,19,H,TECHNO,P,lycee_public,0,0.3,0.0,76.9%,32,36.3,75,4,13,10,5,12.85,7,5,2,2,4,E,bleu,mercredi,710683,25 Sep 2024,15.98,0,
ETU-00274,2024-2025,Biologie,24,M,PRO,B,lycee_public,Non,19.0,22.0,63.2,19,31.0,36,2,10,9,4,10.41,5,5,2,,2,B,vert,mardi,621770,03 Sep 2024,15.2,0,"Motivation en berne, à accompagner."
ETU-02228,2024-2025,DROIT,21,femme,general,Passable,lycee_prive,non,"5,3",22.0,62.9%,14,22.5,16,6,8,6,0,"10,58",5,3,3,2,2,G,gris,jeudi,895548,05 Sep 2024,5.24,1,
ETU-00258,2024-2025,Mathematiques,19,f,Général,,lycee_public,O,10.9,0.0,72.8,47,64.4,150,1,11,7,3,"15,27",5,4,2,5,,D,rouge,jeudi,105696,2024-09-26,18.52,0,"Motivation en berne, à accompagner."
ETU-04813,2024-2025,Mathematiques,19,M,GEN,Assez Bien,lycee_prive,0,13.7,,83.2,10,19.4,17,4,8,5,0,7.9,7,4,3,3,2,A,vert,vendredi,384218,2024-09-06,4.42,1,En difficulté sur les évaluations.
ETU-00660,2024-2025, STAPS ,19,h,general,Assez Bien,lycee_prive,Non,"9,1",7.0,"73,6",29,35.1,87,4,11,11,6,13.09,6,6,5,2,3,B,gris,mardi,703510,24/09/2024,16.64,0,
ETU-04677,2024-2025,Droit,20,H,général ,ab,lycee_prive,non,13.7,9.0,87.3%,,52.4,64,2,13,10,3,"16,85",6,6,4,4,3,G,jaune,mardi,114232,03/09/2024,18.42,0,Étudiant assidu et investi.
ETU-04439,2024-2025,droit,19,F,PRO,Bien,,non,62.1 km,6.0,65.6,22,25.6,42,4,12,7,0,7.82,6,2,2,3,1,A,vert,mercredi,125698,2024-09-04,4.81,1,
ETU-02984,2024-2025,DROIT,20,F,général ,Bien,lycee_prive,Non,70.8,18.0,88.9,52,86.8,160,0,13,11,8,8.59,7,2,3,3,3,A,rouge,vendredi,910454,06 Sep 2024,15.85,0,
ETU-03518,2024-2025,Droit,19,f,TECHNO,ab,cfa,N,0.4,0.0,70.3,10,13.9,34,3,11,7,1,6.11,7,0,2,2,5,H,gris,vendredi,318147,20/09/2024,1.91,1,Résultats fragiles aux partiels.
ETU-04123,2024-2025,Informatique,19,Femme,techno,AB,lycee_public,0,"3,5",0.0,84.4,21,50.1,29,6,9,6,5,"14,99",5,5,5,4,5,H,vert,mardi,898150,2024-09-24,18.23,0,Travail sérieux et régulier.
ETU-03245,2024-2025,Droit,21,Homme,Generale,P,lycee_prive,N,4.0,0.0,79.1%,33,41.0,95,3,13,12,1,9.61,6,3,4,,4,C,rouge,mardi,287047,2024-09-10,15.89,0,RAS.
ETU-00021,2024-2025,Psychologie,19,F,TECHNO,Passable,lycee_public,N,1.9 km,3.0,78.1,31,42.0,62,3,8,7,2,14.14,5,2,4,3,3,F,rouge,mercredi,958854,2024-09-18,15.62,0,
ETU-03194,2024-2025,Droit,19,Homme,Général,passable,lycee_public,0,12.0,23.0,70.3%,29,71.6,62,1,11,11,0,8.97,5,1,2,3,2,B,rouge,mardi,973537,2024-09-03,14.47,0,Semble peu engagé dans la formation.
ETU-00909,2024-2025,Psychologie,20,F,techno,passable,lycee_public,Non,20.5,,70.6%,28,11.4,77,4,9,9,6,6.43,7,4,3,3,3,A,bleu,mardi,906247,2024-09-17,11.04,0,
ETU-01286,2024-2025,psychologie,20,M,pro,P,lycee_prive,Non,3.7 km,0.0,88.4,62,148.1,120,0,11,11,9,12.94,6,1,5,5,3,D,jaune,mercredi,398242,18 Sep 2024,19.13,0,
